,Player,Team,Team within selected timeframe,Liga,Position,Age,Height,Birth country,Passport country,Contract expires,Foot,Matches played,Minutes played,Gol y Finalización,Asistencias y creación de chances,1v1 en ataque,Centros,Juego asociado,Juego aéreo,Defensa
1431,Ó. Cortés,Rangers,Rangers,Escocia | Primera División 24/25,"LAMF, LW, LWF",21.0,178,Colombia,Colombia,2028-06-30,right,8,280,30.29,36.42,42.27,53.86,84.89,93.53,69.3
1432,R. McCausland,Rangers,Rangers,Escocia | Primera División 24/25,"LAMF, RAMF, LWF",21.0,183,Northern Ireland,Northern Ireland,2027-05-31,right,13,383,40.05,34.55,75.4,29.09,50.74,34.78,61.2
1433,F. Franczak,St. Johnstone,St. Johnstone,Escocia | Primera División 24/25,"RW, RWB, RWF",17.0,173,Scotland,"Scotland, Poland",2026-05-31,right,6,274,19.5,11.01,8.58,37.61,43.75,70.23,70.05
1434,J. McPake,St. Johnstone,St. Johnstone,Escocia | Primera División 24/25,"LWF, AMF, CF",23.0,0,Scotland,"Scotland, Republic of Ireland",2026-05-31,right,10,335,58.24,54.28,89.77,64.55,44.2,37.85,53.96
1435,T. Horvat,Sturm Graz,Sturm Graz,Austria | Primera División 24/25,"RAMF, RCMF",26.0,176,Slovenia,Slovenia,2025-06-30,left,29,1909,64.05,86.03,73.75,55.2,82.15,19.55,51.34
1436,D. Nene,Salzburg,Salzburg,Austria | Primera División 24/25,"RAMF, LWF, LAMF",22.0,174,Mali,Mali,2028-06-30,right,27,1942,92.24,80.97,62.0,85.4,83.95,58.47,47.13
1437,W. Bøving,Sturm Graz,Sturm Graz,Austria | Primera División 24/25,"LAMF, CF, LW",22.0,176,Denmark,Denmark,2026-06-30,right,27,2037,86.4,73.07,40.5,34.0,40.55,33.67,39.43
1438,T. Ballo,Wolfsberger AC,Wolfsberger AC,Austria | Primera División 24/25,"LAMF, CF, LWF",23.0,166,Côte d'Ivoire,"Côte d'Ivoire, Austria",2027-06-30,right,28,2311,85.68,67.66,60.95,51.0,58.55,24.47,30.62
1439,M. Seidl,Rapid Wien,Rapid Wien,Austria | Primera División 24/25,"LW, RW, AMF",24.0,175,Austria,Austria,2027-06-30,right,29,2391,48.1,82.81,45.1,46.6,91.1,52.17,31.42
1440,A. Radulović,Rapid Wien,Rapid Wien,Austria | Primera División 24/25,"RW, RAMF",22.0,175,Montenegro,"Montenegro, Serbia",2026-06-30,right,10,350,83.09,38.33,72.45,75.0,40.55,9.37,51.28
1441,M. Sarkaria, Shenzhen Peng City,Sturm Graz,Austria | Primera División 24/25,RAMF,28.0,180,Austria,Austria,2025-06-30,left,1,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1442,Tomás Tavares,AVS ,LASK,Austria | Primera División 24/25,"RW, RB",24.0,182,Portugal,"Portugal, Cape Verde Islands",2026-06-30,right,3,85,20.97,16.34,6.7,82.4,63.35,73.27,90.46
1443,C. Lang,LASK,LASK,Austria | Primera División 24/25,"RW, CF, LW",23.0,178,Austria,Austria,2027-06-30,right,21,962,75.55,58.45,48.8,62.1,59.35,39.47,35.64
1444,A. Tibidi,LASK,LASK,Austria | Primera División 24/25,"LW, AMF, RAMF",21.0,187,France,"France, Cameroon",2028-05-31,right,4,91,27.7,11.19,55.3,4.7,34.45,89.17,5.14
1445,A. Gruber,Austria Wien,Austria Wien,Austria | Primera División 24/25,"RAMF, RCMF, CF",29.0,174,Austria,Austria,2025-06-30,left,26,1328,84.28,51.71,14.65,89.4,47.6,88.62,30.64
1446,F. Flecker,LASK,LASK,Austria | Primera División 24/25,"LW, RWB, RAMF",29.0,176,Austria,Austria,2027-06-30,right,15,1011,71.71,71.44,51.7,61.2,48.4,77.37,56.04
1447,V. Berisha,LASK,LASK,Austria | Primera División 24/25,"LAMF, LW, LCMF",32.0,176,Sweden,"Sweden, Kosovo",2026-06-30,right,21,1506,58.86,75.74,27.5,67.2,80.45,43.82,44.67
1448,K. Daněk,LASK,LASK,Austria | Primera División 24/25,"RW, LWF, RWB",22.0,185,Czech Republic,Czech Republic,2026-06-30,left,11,711,50.53,47.53,32.25,24.4,49.8,36.57,76.7
1449,I. Jansson,Rapid Wien,Rapid Wien,Austria | Primera División 24/25,"LW, LAMF, CF",23.0,175,Sweden,Sweden,2028-06-30,right,19,1473,85.81,65.27,69.0,76.2,49.25,49.17,44.36
1450,A. Taoui,LASK,LASK,Austria | Primera División 24/25,"LAMF, CF",23.0,179,France,"France, Algeria",2027-06-30,right,12,378,58.45,72.86,81.2,86.0,67.6,31.47,45.66
1451,L. Schaub,Rapid Wien,Rapid Wien,Austria | Primera División 24/25,"RW, RAMF",30.0,177,Austria,Austria,2028-06-30,left,27,1694,54.4,76.13,63.0,57.2,75.1,47.42,44.06
1452,T. Gale,Rapid Wien,Rapid Wien,Austria | Primera División 24/25,LW,22.0,168,Barbados,Barbados,2027-06-30,right,1,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1453,T. Galvez,LASK,LASK,Austria | Primera División 24/25,"LW, LB",19.0,0,England,"England, Finland",2028-06-30,left,3,97,20.97,51.72,5.3,71.7,25.25,6.47,37.36
1454,T. Cipot,Grazer AK,Grazer AK,Austria | Primera División 24/25,"LWF, CF, LAMF",22.0,176,Slovenia,Slovenia,2027-06-30,right,24,1383,81.26,37.97,75.2,25.4,30.3,61.67,30.43
1455,L. Pintor,LASK,LASK,Austria | Primera División 24/25,"RAMF, LAMF, CF",24.0,179,France,"France, Martinique",2026-06-30,right,9,298,26.57,79.53,69.0,50.0,47.05,21.27,69.3
1456,L. Fadinger,Rheindorf Altach,Rheindorf Altach,Austria | Primera División 24/25,"LW, LCMF, LAMF",24.0,176,Austria,Austria,2025-06-30,right,25,1286,24.78,48.19,47.3,31.4,37.05,36.37,63.49
1457,C. Noß,Blau-Weiß Linz,Blau-Weiß Linz,Austria | Primera División 24/25,"LWF, CF, AMF",24.0,181,Germany,"Germany, Republic of Ireland",2025-06-30,right,15,694,67.54,25.69,67.15,12.8,22.65,20.7,35.84
1458,S. Bahloul,Aarau,Rheindorf Altach,Austria | Primera División 24/25,"RW, LW, AMF",25.0,178,France,"France, Algeria",2026-06-30,left,12,491,30.5,66.86,24.2,84.6,22.15,76.17,26.62
1459,O. Strunz,Floridsdorfer AC,Rheindorf Altach,Austria | Primera División 24/25,"RW, CF, RWF",24.0,185,Austria,Austria,2027-06-30,left,15,868,30.87,29.66,43.45,25.2,31.25,78.97,20.01
1460,F. Rieder,WSG Swarovski Tirol,WSG Swarovski Tirol,Austria | Primera División 24/25,"LW, CF, LAMF",28.0,170,Austria,Austria,2026-06-30,right,10,553,24.56,42.38,6.65,58.8,52.5,35.17,41.51
1461,P. Mensah,Blau-Weiß Linz,Blau-Weiß Linz,Austria | Primera División 24/25,"RWF, AMF, CF",25.0,178,Ghana,Ghana,2026-06-30,right,11,531,33.79,25.46,58.5,27.7,36.75,49.37,52.88
1462,T. Goiginger,Blau-Weiß Linz,Blau-Weiß Linz,Austria | Primera División 24/25,"LWF, AMF",32.0,181,Austria,Austria,2026-06-30,right,25,1944,49.24,78.09,45.3,91.4,56.0,35.57,24.59
1463,C. Lichtenberger,Grazer AK,Grazer AK,Austria | Primera División 24/25,"RWF, AMF",29.0,172,Austria,Austria,2026-06-30,left,28,1791,70.96,71.28,54.75,47.8,50.3,42.25,42.43
1464,D. Atanga,Wolfsberger AC,Wolfsberger AC,Austria | Primera División 24/25,"RAMF, CF",28.0,180,Ghana,Ghana,2026-06-30,left,13,749,81.88,61.9,28.85,28.6,67.65,48.82,60.17
1465,M. Cheukoua,Meizhou Hakka,Grazer AK,Austria | Primera División 24/25,"RWF, CF, LAMF",28.0,181,Cameroon,Cameroon,2025-06-30,right,9,309,71.85,70.71,14.35,4.9,26.5,56.92,33.27
1466,S. Hierländer,Sturm Graz,Sturm Graz,Austria | Primera División 24/25,"RAMF, RCMF, RDMF",34.0,180,Austria,Austria,2025-06-30,right,13,163,20.97,15.71,29.6,50.0,20.95,76.87,59.64
1467,A. Schmidt,Blau-Weiß Linz,Blau-Weiß Linz,Austria | Primera División 24/25,"RWF, CF, LWF",27.0,193,Austria,Austria,2025-06-30,right,24,825,36.49,45.3,39.35,11.0,25.6,81.87,61.84
1468,Cristiano,Austria Wien,Austria Wien,Austria | Primera División 24/25,"LAMF, CF, RAMF",23.0,176,Brazil,Brazil,2025-06-30,right,6,129,44.2,24.87,86.7,88.4,22.55,41.07,36.39
1469,A. Zaizen,Voitsberg,Grazer AK,Austria | Primera División 24/25,"RAMF, CF, LW",25.0,177,Japan,Japan,2025-06-30,both,12,478,58.43,40.95,52.1,17.0,31.2,75.87,51.5
1470,M. Ibrahimi,Blau-Weiß Linz,Blau-Weiß Linz,Austria | Primera División 24/25,"RWF, RWB",22.0,182,Germany,"Germany, Kosovo",2025-06-30,right,3,81,24.95,19.27,62.25,11.1,41.25,45.77,42.54
1471,A. Gattermayer,Wolfsberger AC,Wolfsberger AC,Austria | Primera División 24/25,"RAMF, CF, RWF",22.0,182,Austria,Austria,2026-06-30,right,25,1365,67.1,51.42,63.55,36.7,19.95,74.38,53.65
1472,N. Amadin,Hartberg,Hartberg,Austria | Primera División 24/25,"RAMF, CF, RWF",24.0,180,Netherlands,Netherlands,2026-06-30,left,5,171,25.7,37.28,91.5,39.8,43.7,34.07,20.46
1473,K. Lebersorger,LASK,LASK,Austria | Primera División 24/25,RAMF,19.0,0,Austria,Austria,,right,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1474,A. Schwarz,Hartberg,Hartberg,Austria | Primera División 24/25,"RAMF, LAMF, CF",20.0,180,Austria,Austria,,right,5,208,24.91,25.51,48.25,14.1,42.55,8.87,69.05
1475,E. Yalcin,Rheindorf Altach,Rheindorf Altach,Austria | Primera División 24/25,LWF,20.0,0,Austria,Austria,,left,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1476,M. Usor,LASK,LASK,Austria | Primera División 24/25,"RAMF, RW",23.0,181,Nigeria,Nigeria,2028-06-30,left,8,697,32.18,58.95,83.55,75.0,60.05,71.27,74.09
1477,T. Schoppitsch,Austria Klagenfurt,Austria Klagenfurt,Austria | Primera División 24/25,RW,18.0,0,Austria,Austria,2026-06-30,unknown,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1478,M. Yeo,Salzburg,Salzburg,Austria | Primera División 24/25,"RAMF, LWF, LAMF",20.0,174,Mali,Mali,2027-06-30,right,22,1394,80.23,60.92,58.95,48.4,50.1,42.57,56.39
1479,Y. Vötter,WSG Swarovski Tirol,WSG Swarovski Tirol,Austria | Primera División 24/25,"LWF, LCMF",20.0,0,Austria,Austria,,unknown,10,276,22.5,39.17,57.55,56.0,50.2,10.07,69.51
1480,T. Geris,WSG Swarovski Tirol,WSG Swarovski Tirol,Austria | Primera División 24/25,"LB, LWB",22.0,175,Austria,Austria,2026-06-30,left,7,395,22.46,25.19,11.45,86.8,73.55,65.17,84.8
1481,O. Tchicamboud,LASK,LASK,Austria | Primera División 24/25,RWF,19.0,0,France,"France, Congo",,right,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1482,M. Yalcouyé,Sturm Graz,Sturm Graz,Austria | Primera División 24/25,"RAMF, LAMF, LCMF",19.0,171,Côte d'Ivoire,"Côte d'Ivoire, Mali",2029-06-30,right,23,1939,63.6,43.34,87.1,24.0,78.55,50.57,73.05
1483,S. Seidl,Blau-Weiß Linz,Blau-Weiß Linz,Austria | Primera División 24/25,"RWF, LCMF, RCMF",22.0,176,Austria,Austria,2027-06-30,right,28,1776,61.77,48.24,32.9,16.6,56.5,45.57,81.27
1484,B. Clark,Salzburg,Salzburg,Austria | Primera División 24/25,"RAMF, AMF, RW",20.0,178,England,England,2029-06-30,right,17,705,49.99,46.51,31.45,44.2,89.3,38.42,31.81
1485,E. Baidoo,Salzburg U19,Salzburg,Austria | Primera División 24/25,"RAMF, RCMF",19.0,174,Ghana,Ghana,,right,15,417,81.92,66.1,89.9,92.8,83.7,77.97,83.66
1486,O. Gloukh,Salzburg,Salzburg,Austria | Primera División 24/25,"LAMF, LCMF, AMF",21.0,170,Israel,Israel,2027-06-30,right,23,1814,92.64,87.5,96.4,70.2,98.4,29.07,22.11
1487,B. Matić,Wolfsberger AC,Wolfsberger AC,Austria | Primera División 24/25,"RB, RWB",20.0,0,Serbia,Serbia,2027-06-30,unknown,19,1137,24.53,39.5,24.2,76.2,51.75,88.17,88.15
1488,Z. Jánó,Grazer AK,Grazer AK,Austria | Primera División 24/25,"LWF, AMF, CF",20.0,0,Austria,"Austria, Hungary",2027-06-30,right,11,653,54.07,42.07,27.25,28.4,28.25,76.87,85.61
1489,F. Demir,Hartberg,Hartberg,Austria | Primera División 24/25,"RB, RWB, LWB",20.0,170,Austria,Austria,2026-06-30,right,22,1139,23.36,59.46,58.85,75.4,52.45,80.27,74.0
1490,M. Ouédraogo,Rheindorf Altach,Rheindorf Altach,Austria | Primera División 24/25,"LB, LWB",22.0,183,Burkina Faso,Burkina Faso,,unknown,17,1413,23.77,39.9,72.3,69.6,51.85,92.47,76.03
1491,K. Velde,Olympiacos Piraeus,Lech Poznań,Polonia | Primera División 24/25,"LW, LAMF",25.0,179,Norway,Norway,2028-06-30,right,1,100,42.79,60.81,24.02,6.85,38.09,7.12,30.53
1492,D. Marczuk,Real Salt Lake,Jagiellonia Białystok,Polonia | Primera División 24/25,RW,21.0,177,Poland,Poland,2028-12-31,right,3,195,36.97,71.36,80.56,85.96,30.62,62.8,55.88
1493,P. Wålemark,Lech Poznań,Lech Poznań,Polonia | Primera División 24/25,"LW, RAMF, LAMF",23.0,184,Sweden,Sweden,2026-06-30,left,20,1254,93.21,77.18,81.35,46.63,52.05,65.09,67.17
1494,A. Crnac,Norwich City,Raków Częstochowa,Polonia | Primera División 24/25,RWF,21.0,190,Croatia,Croatia,2028-06-30,left,5,498,69.56,43.15,70.65,23.03,47.42,38.98,28.41
1495,I. Cavaleiro,Stal Mielec,Stal Mielec,Polonia | Primera División 24/25,"LW, LWF, RWF",31.0,175,Portugal,"Portugal, Angola",,right,4,286,66.1,71.87,57.3,82.02,58.51,85.55,79.71
1496,M. Minchev,Cracovia Kraków,Cracovia Kraków,Polonia | Primera División 24/25,"LWF, LW, RCMF",24.0,185,Bulgaria,Bulgaria,2026-06-30,right,9,300,73.44,33.89,44.69,23.26,26.46,88.16,37.91
1497,M. Rakoczy,Cracovia Kraków,Cracovia Kraków,Polonia | Primera División 24/25,"LWF, LW, RWF",22.0,174,Poland,Poland,2027-06-30,right,9,301,24.31,18.19,47.81,7.7,49.47,43.75,80.28
1498,D. Churlinov,Jagiellonia Białystok,Jagiellonia Białystok,Polonia | Primera División 24/25,"LW, LAMF, RW",24.0,180,North Macedonia,North Macedonia,2026-06-30,right,24,1765,80.12,66.66,69.83,66.29,54.55,25.18,42.76
1499,Ivi López,Raków Częstochowa,Raków Częstochowa,Polonia | Primera División 24/25,"LWF, AMF, CF",30.0,174,Spain,Spain,2026-06-30,right,24,1722,90.99,69.93,59.89,46.57,73.37,49.15,15.91
1500,K. Chodyna,Legia Warszawa,Legia Warszawa,Polonia | Primera División 24/25,"RW, RWF, RWB",25.0,176,Poland,Poland,2028-06-30,right,26,1763,66.72,70.72,38.96,78.2,65.08,41.22,27.7
1501,A. Gholizadeh,Lech Poznań,Lech Poznań,Polonia | Primera División 24/25,"RAMF, RW, LAMF",29.0,175,Iran,Iran,2026-06-30,left,30,1510,80.95,88.48,40.84,53.82,89.1,61.42,55.49
1502,N. Leiva,Maccabi Haifa,Śląsk Wrocław,Polonia | Primera División 24/25,LW,28.0,172,Argentina,"Argentina, Spain",2027-06-30,right,6,552,27.65,45.45,41.74,54.94,73.74,69.59,45.45
1503,V. Bichakhchyan,Legia Warszawa,Legia Warszawa,Polonia | Primera División 24/25,"RW, RWF, AMF",25.0,172,Armenia,Armenia,2025-06-30,left,27,1722,60.68,85.2,68.01,71.69,81.18,35.61,49.52
1504,P. Samiec-Talar,Śląsk Wrocław,Śląsk Wrocław,Polonia | Primera División 24/25,"RAMF, RW, RWF",23.0,185,Poland,Poland,2027-06-30,left,26,1863,44.4,74.68,40.28,44.61,79.16,44.65,48.26
1505,D. Håkans,Lech Poznań,Lech Poznań,Polonia | Primera División 24/25,"LAMF, LW",24.0,178,Finland,Finland,2028-06-30,right,19,1170,46.25,67.74,50.22,38.26,37.81,21.73,19.66
1506,M. Khlan,Lechia Gdańsk,Lechia Gdańsk,Polonia | Primera División 24/25,"LW, LAMF",22.0,170,Ukraine,Ukraine,2025-06-30,right,27,2325,58.81,50.97,76.49,30.45,48.76,42.97,61.14
1507,A. Hasić,Cracovia Kraków,Cracovia Kraków,Polonia | Primera División 24/25,"RWF, RW, AMF",23.0,177,Bosnia and Herzegovina,Bosnia and Herzegovina,2027-06-30,left,27,2073,53.91,85.99,67.08,72.3,80.79,46.56,19.08
1508,E. Jirka,Piast Gliwice,Piast Gliwice,Polonia | Primera División 24/25,"RW, LAMF, RAMF",27.0,183,Slovakia,Slovakia,2025-06-30,right,12,959,33.35,50.93,26.12,70.34,59.49,57.94,71.27
1509,D. Hotič,Lech Poznań,Lech Poznań,Polonia | Primera División 24/25,"RAMF, RW",29.0,168,Slovenia,"Slovenia, Bosnia and Herzegovina",2026-06-30,left,24,963,83.7,75.46,32.08,83.43,84.07,71.95,76.85
1510,L. Lamprou,Volos NFC,Raków Częstochowa,Polonia | Primera División 24/25,"LWF, AMF, RWF",27.0,183,Greece,Greece,2027-06-30,right,8,307,24.14,36.28,53.9,76.97,44.38,67.07,19.17
1511,M. Ameyaw,Raków Częstochowa,Raków Częstochowa,Polonia | Primera División 24/25,"LAMF, RWF, AMF",24.0,176,Poland,"Poland, Ghana",2029-06-30,right,19,1394,69.96,60.48,52.11,51.01,59.78,50.3,39.95
1512,K. Hansen,Jagiellonia Białystok,Jagiellonia Białystok,Polonia | Primera División 24/25,"LW, RW, LAMF",30.0,180,Norway,Norway,2025-06-30,right,28,1824,65.24,77.72,12.25,37.13,54.63,77.4,48.54
1513,T. Wójtowicz,Lechia Gdańsk,Lechia Gdańsk,Polonia | Primera División 24/25,"RW, LB, LW",21.0,180,Poland,Poland,2027-06-30,right,21,867,46.86,29.42,50.25,65.62,73.93,58.47,77.51
1514,A. Klimek,Puszcza Niepołomice,Puszcza Niepołomice,Polonia | Primera División 24/25,"LAMF, LW",22.0,172,Poland,Poland,2025-06-30,left,19,908,77.69,51.03,55.79,63.37,40.59,30.94,46.53
1515,A. Ba Loua,Caen,Lech Poznań,Polonia | Primera División 24/25,"LAMF, RW, RAMF",28.0,170,Côte d'Ivoire,Côte d'Ivoire,2025-06-30,left,7,362,27.86,57.91,47.44,77.98,78.4,7.63,84.26
1516,Peglow,DC United,Radomiak Radom,Polonia | Primera División 24/25,"LAMF, RW, LW",23.0,172,Brazil,Brazil,2026-06-30,right,17,1454,47.92,58.55,38.37,52.36,82.61,72.63,94.35
1517,C. Mena,Lechia Gdańsk,Lechia Gdańsk,Polonia | Primera División 24/25,"RW, RAMF",22.0,175,Colombia,Colombia,2028-06-30,right,22,1971,62.06,56.6,88.79,68.09,63.93,18.53,84.55
1518,T. Ismaheel,Górnik Zabrze,Górnik Zabrze,Polonia | Primera División 24/25,"RW, LW, RAMF",24.0,170,Nigeria,Nigeria,2027-06-30,right,29,1978,64.34,68.62,83.4,40.79,80.87,52.35,42.32
1519,K. Lukoszek,Górnik Zabrze,Górnik Zabrze,Polonia | Primera División 24/25,"LW, LAMF, RW",23.0,177,Poland,Poland,2025-06-30,left,17,1071,83.62,40.02,37.95,15.84,70.03,14.99,78.22
1520,Rafael Barbosa,Radomiak Radom,Radomiak Radom,Polonia | Primera División 24/25,"LAMF, LWF",29.0,173,Portugal,Portugal,2025-06-30,right,6,297,55.46,64.85,39.27,73.93,61.49,38.53,58.4
1521,B. Nowak,Katowice,Katowice,Polonia | Primera División 24/25,"LWF, AMF",31.0,180,Poland,Poland,2027-06-30,right,25,2122,32.11,81.76,23.17,41.01,82.28,21.79,10.6
1522,J. Čorluka,Zagłębie Lubin,Zagłębie Lubin,Polonia | Primera División 24/25,LB,30.0,184,Bosnia and Herzegovina,"Bosnia and Herzegovina, Croatia",2027-05-31,right,10,768,21.31,37.88,14.8,81.91,40.98,78.53,87.06
1523,S. Jasper,Śląsk Wrocław,Śląsk Wrocław,Polonia | Primera División 24/25,"LAMF, RWF, LWF",23.0,180,England,"England, Bulgaria",2026-06-30,right,18,774,34.65,59.07,94.38,86.85,78.51,59.43,36.47
1524,S. Kozuki,1860 München,Górnik Zabrze,Polonia | Primera División 24/25,"RAMF, RW, CF",23.0,182,Japan,Japan,2026-06-30,right,4,223,23.56,35.75,27.67,6.85,34.75,56.67,56.97
1525,B. Pawłowski,Widzew Łódź,Widzew Łódź,Polonia | Primera División 24/25,"LW, CF, DMF",32.0,178,Poland,Poland,2026-06-30,right,6,216,38.56,40.77,28.01,81.01,36.83,12.68,76.27
1526,N. Diliberto,Widzew Łódź,Widzew Łódź,Polonia | Primera División 24/25,RWF,23.0,175,France,France,2026-06-30,right,1,57,20.31,23.27,19.72,9.16,25.67,12.18,71.03
1527,D. Trejo,Birmingham Legion,Korona Kielce,Polonia | Primera División 24/25,"LW, CF, RWF",26.0,175,United States,United States,2026-06-30,unknown,9,270,24.35,33.18,68.12,8.71,44.35,28.36,37.77
1528,K. Grosicki,Pogoń Szczecin,Pogoń Szczecin,Polonia | Primera División 24/25,"LW, LWF",36.0,180,Poland,Poland,2026-06-30,right,29,2435,72.57,90.43,42.36,91.35,64.97,7.46,19.3
1529,B. İnce,Śląsk Wrocław,Śląsk Wrocław,Polonia | Primera División 24/25,"RW, AMF, RAMF",21.0,181,Türkiye,Türkiye,2025-06-30,left,17,578,72.16,37.33,42.72,57.3,75.48,27.4,57.29
1530,Vagner,unknown,Radomiak Radom,Polonia | Primera División 24/25,"LW, LWF, LAMF",29.0,168,Cape Verde Islands,"Cape Verde Islands, Portugal",,right,9,440,36.49,40.09,56.83,63.82,65.96,65.16,52.03
1531,J. Łukowski,Widzew Łódź,Widzew Łódź,Polonia | Primera División 24/25,"LW, LCMF, CF",28.0,172,Poland,Poland,2026-06-30,right,26,1317,66.67,32.76,31.52,21.01,47.61,18.25,22.35
1532,Edi Semedo,Jagiellonia Białystok,Jagiellonia Białystok,Polonia | Primera División 24/25,RW,25.0,181,Portugal,Portugal,2027-05-31,right,6,209,26.07,62.78,68.99,98.43,30.11,91.98,30.33
1533,J. Myszor,Raków Częstochowa,Raków Częstochowa,Polonia | Primera División 24/25,LWF,22.0,175,Poland,Poland,2025-12-31,right,1,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1534,F. Gerbowski,Stal Mielec,Stal Mielec,Polonia | Primera División 24/25,"RWF, RW, LW",22.0,181,Poland,Poland,2025-06-30,right,19,710,52.34,54.65,56.35,89.66,44.92,79.54,71.88
1535,Arnau Ortiz,Śląsk Wrocław,Śląsk Wrocław,Polonia | Primera División 24/25,"LAMF, RW",23.0,175,Spain,Spain,2026-06-30,right,24,1265,64.49,64.05,77.3,71.69,56.29,26.06,34.05
1536,H. Gong,Widzew Łódź,Widzew Łódź,Polonia | Primera División 24/25,"RW, RAMF, RWF",26.0,169,Nigeria,Nigeria,2026-06-30,right,18,688,22.68,52.3,49.13,39.72,30.08,66.95,50.86
1537,M. Król,Motor Lublin,Motor Lublin,Polonia | Primera División 24/25,"RW, RWF, LWF",25.0,173,Poland,Poland,2025-06-30,right,25,1565,66.9,65.23,63.85,84.38,26.15,47.18,29.22
1538,R. Dadok,Stal Mielec,Stal Mielec,Polonia | Primera División 24/25,"RWF, RWB",28.0,184,Poland,Poland,2025-06-30,right,24,1599,66.31,72.32,61.24,64.78,60.28,42.83,54.98
1539,A. Siemaszko,Puszcza Niepołomice,Puszcza Niepołomice,Polonia | Primera División 24/25,"RAMF, RWB, CF",28.0,181,Poland,Poland,2025-06-30,right,6,71,20.31,30.44,48.4,16.24,20.62,93.08,28.31
1540,Fábio Nunes,Widzew Łódź,Widzew Łódź,Polonia | Primera División 24/25,"RW, LW, LWF",32.0,180,Portugal,Portugal,2025-06-30,left,6,107,25.67,46.85,73.57,95.06,73.54,73.27,39.52
1541,M. Wędrychowski,Pogoń Szczecin,Pogoń Szczecin,Polonia | Primera División 24/25,"RW, RWF",23.0,171,Poland,Poland,2026-06-30,left,9,382,61.98,53.39,67.16,77.87,64.55,60.38,81.29
1542,Jorge Félix,Piast Gliwice,Piast Gliwice,Polonia | Primera División 24/25,"LW, LAMF, LWF",33.0,175,Spain,Spain,2025-06-30,right,22,1762,89.09,44.77,33.37,15.84,77.84,81.67,62.62
1543,D. Kądzior,Stal Mielec,Stal Mielec,Polonia | Primera División 24/25,"RAMF, RW, RWF",32.0,174,Poland,Poland,2025-06-30,right,26,1316,43.08,56.19,36.77,42.58,49.89,44.82,31.38
1544,S. Krykun,Stal Mielec,Stal Mielec,Polonia | Primera División 24/25,"LWF, AMF",28.0,175,Ukraine,"Ukraine, Poland",2026-06-30,right,18,1287,50.81,66.48,77.75,90.45,39.41,48.43,39.71
1545,J. Grzesik,Radomiak Radom,Radomiak Radom,Polonia | Primera División 24/25,"RW, RAMF, RB",30.0,178,Poland,Poland,2025-06-30,right,27,2417,71.61,70.19,12.92,64.38,58.06,88.5,52.36
1546,M. Fornalczyk,Korona Kielce,Korona Kielce,Polonia | Primera División 24/25,"LWF, LW, AMF",22.0,172,Poland,Poland,2026-06-30,right,27,2133,69.46,57.4,88.54,27.64,28.48,36.73,38.61
1547,B. Fiabema,Lech Poznań,Lech Poznań,Polonia | Primera División 24/25,"LAMF, LW, CF",22.0,183,Norway,Norway,2027-06-30,right,26,748,38.11,34.14,54.04,8.6,35.81,82.04,41.94
1548,B. van Hoeven,Motor Lublin,Motor Lublin,Polonia | Primera División 24/25,"LW, LWF",25.0,174,Netherlands,Netherlands,2025-06-30,left,12,642,75.42,36.85,81.35,56.74,28.23,43.61,34.52
1549,M. Bochnak,Miedź Legnica,Cracovia Kraków,Polonia | Primera División 24/25,"LW, RWB, RWF",27.0,179,Poland,Poland,2025-06-30,right,13,240,88.44,17.34,31.91,26.29,31.83,17.4,48.39
1550,P. Ceglarz,Motor Lublin,Motor Lublin,Polonia | Primera División 24/25,"LWF, LW, RW",32.0,182,Poland,Poland,2026-06-30,right,26,2081,76.73,51.36,39.52,43.71,37.39,38.86,18.93
1551,J. Sypek,Widzew Łódź,Widzew Łódź,Polonia | Primera División 24/25,"RW, RWF, RAMF",24.0,180,Poland,Poland,2025-06-30,right,29,1974,77.52,54.56,69.72,57.98,37.84,27.18,46.61
1552,Miki Villar,Jagiellonia Białystok,Jagiellonia Białystok,Polonia | Primera División 24/25,"RW, RAMF",28.0,173,Spain,Spain,2026-06-30,right,26,1309,57.0,78.94,59.66,56.18,46.8,67.09,66.79
1553,L. Ambros,Górnik Zabrze,Górnik Zabrze,Polonia | Primera División 24/25,"RW, AMF, CF",20.0,182,Czech Republic,Czech Republic,2027-06-30,left,25,932,58.23,39.99,46.24,21.8,68.65,41.28,41.26
1554,Capita,Radomiak Radom,Radomiak Radom,Polonia | Primera División 24/25,"LW, RWF, RW",23.0,171,Angola,Angola,2027-06-30,left,15,789,93.88,41.88,57.53,26.63,24.04,44.09,50.84
1555,M. Stępień,Puszcza Niepołomice,Puszcza Niepołomice,Polonia | Primera División 24/25,"RAMF, RWB, RW",23.0,184,Poland,Poland,2026-06-30,right,20,1077,25.93,51.15,50.34,55.0,43.01,59.65,80.32
1556,A. Błąd,Katowice,Katowice,Polonia | Primera División 24/25,"RWF, AMF",34.0,169,Poland,Poland,2026-06-30,right,31,2418,51.41,57.77,16.77,66.69,76.77,28.53,31.46
